SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,wave,treated,post,did,emp
273,2,1,1,1,0,0,0,0,0,0,2.0,14.0,4.00,4.62,95.0,1,11.0,10.0,0.95,0.74,2.34,4,3,1,1,0,0,16.0
275,2,1,1,1,0,0,0,0,0,0,4.0,4.0,4.00,4.25,38.0,2,11.0,11.0,0.95,0.79,2.34,4,3,1,1,0,0,8.0
277,2,1,1,1,0,0,0,0,0,0,2.0,15.0,3.00,4.25,10.0,3,11.0,10.0,0.95,0.85,2.34,3,3,1,1,0,0,17.0
278,2,1,1,1,0,0,0,0,0,0,3.0,4.0,3.00,4.25,43.0,2,11.0,10.0,0.95,0.74,2.19,4,3,1,1,0,0,7.0
282,3,1,1,1,0,0,0,0,0,2,2.0,14.0,3.00,4.25,25.0,2,6.0,16.0,1.06,0.91,0.79,4,3,1,1,0,0,16.0
284,3,1,1,1,0,0,0,0,0,1,5.0,23.0,4.00,4.50,88.0,2,6.0,16.0,1.02,0.91,0.91,5,4,1,1,0,0,28.0
285,3,1,1,1,0,0,0,0,0,1,3.0,25.0,3.00,4.75,70.0,2,6.0,16.0,1.02,0.91,0.80,4,2,1,1,0,0,28.0
286,3,1,1,1,0,0,0,0,0,4,1.0,15.0,3.00,4.75,66.0,2,10.0,11.5,1.12,.,0.95,2,1,1,1,0,0,16.0
287,3,1,1,1,0,0,0,0,0,2,3.0,18.0,3.00,4.50,70.0,2,6.0,16.0,1.06,0.91,0.95,5,3,1,1,0,0,21.0
288,3,1,1,1,0,0,0,0,0,3,0.0,20.0,3.00,4.75,15.0,2,6.0,16.0,1.02,0.95,0.95,6,4,1,1,0,0,20.0
289,3,1,1,1,0,0,0,0,0,2,2.0,12.0,2.00,4.25,50.0,2,6.0,16.0,1.02,0.95,0.95,5,3,1,1,0,0,14.0
290,4,0,1,1,0,0,0,0,0,1,8.0,12.0,3.00,4.75,35.0,3,10.5,12.5,0.95,0.89,0.95,2,2,1,1,0,0,20.0
291,4,0,1,1,0,0,0,0,0,0,4.0,20.0,3.00,4.55,25.0,1,10.5,11.5,0.95,0.86,0.95,2,2,1,1,0,0,24.0
292,4,0,1,1,0,0,0,0,1,2,10.0,15.0,3.00,4.80,2.0,1,7.0,16.0,0.95,0.92,0.95,2,1,1,1,0,0,25.0
295,1,0,1,0,0,1,0,0,0,3,8.0,9.0,3.00,4.75,100.0,2,6.5,16.5,1.06,0.95,0.95,3,3,1,1,0,0,17.0
297,1,1,1,0,0,1,0,0,0,1,9.0,15.0,3.00,4.25,100.0,2,7.0,16.0,1.06,0.91,0.98,3,3,1,1,0,0,24.0
303,3,1,1,0,0,1,0,0,0,0,10.0,35.0,3.00,4.35,28.0,2,6.0,17.0,1.12,1.00,1.02,6,5,1,1,0,0,45.0
304,3,0,1,0,0,1,0,0,0,3,10.0,20.0,3.00,4.50,50.0,2,6.0,17.0,1.27,1.27,2.24,5,3,1,1,0,0,30.0
305,3,1,1,0,0,1,0,0,0,2,0.0,20.0,3.00,4.39,.,2,6.0,17.0,1.27,1.27,1.06,5,4,1,1,0,0,20.0
307,3,1,1,0,0,1,0,0,0,0,17.5,17.5,4.00,4.25,90.0,2,6.0,18.0,1.19,1.19,1.06,5,5,1,1,0,0,35.0
310,4,0,1,0,0,1,0,0,0,2,0.0,28.0,4.00,4.25,61.0,2,10.5,11.5,0.91,0.91,1.94,2,1,1,1,0,0,28.0
312,1,0,1,1,0,0,0,0,1,3,4.0,6.0,3.00,4.25,100.0,1,8.0,11.0,1.22,1.06,0.93,3,1,1,1,0,0,10.0
313,1,0,1,1,0,0,0,0,1,0,11.0,9.0,4.00,4.50,80.0,1,7.0,15.0,1.06,0.93,0.94,3,2,1,1,0,0,20.0
314,1,0,1,1,0,0,0,0,1,8,8.0,12.0,3.00,4.62,80.0,1,7.0,15.0,1.06,0.95,0.91,3,2,1,1,0,0,20.0
316,1,1,1,1,0,0,0,0,1,0,15.0,15.0,3.00,4.62,10.0,2,7.0,16.0,1.06,0.92,0.87,3,2,1,1,0,0,30.0
317,1,0,1,1,0,0,0,0,1,3,0.0,8.0,2.00,4.25,100.0,1,8.0,12.0,1.22,0.93,0.96,3,1,1,1,0,0,8.0
318,2,0,1,1,0,0,0,0,1,3,5.0,7.0,3.00,4.75,36.0,2,11.0,12.0,1.23,0.98,2.61,3,3,1,1,0,0,12.0
319,2,0,1,1,0,0,0,0,1,2,0.0,11.0,3.00,4.62,.,2,10.5,12.5,1.06,0.85,3.95,.,.,1,1,0,0,11.0
322,3,1,1,1,0,0,0,0,1,0,8.0,13.0,4.00,4.75,25.0,2,6.0,16.0,1.06,1.06,1.02,6,2,1,1,0,0,21.0
325,3,1,1,1,0,0,0,0,1,0,4.0,15.0,4.00,4.50,50.0,2,6.0,15.0,1.09,1.06,0.79,6,3,1,1,0,0,19.0
333,1,0,1,0,1,0,0,0,0,0,2.0,16.5,4.00,4.25,100.0,2,7.0,15.0,1.02,0.88,0.82,4,.,1,1,0,0,18.5
336,1,0,1,1,0,0,0,0,0,2,28.0,12.0,4.00,4.50,80.0,2,7.0,15.0,1.02,0.91,0.93,3,2,1,1,0,0,40.0
337,1,1,1,1,0,0,0,0,0,0,5.0,29.5,5.00,4.87,90.0,3,7.0,17.0,1.06,0.93,0.93,4,3,1,1,0,0,34.5
339,1,1,1,1,0,0,0,0,0,2,18.0,6.0,2.00,4.25,70.0,3,7.0,16.0,1.06,0.85,0.95,3,3,1,1,0,0,24.0
340,1,0,1,1,0,0,0,0,0,3,6.0,30.0,3.00,4.25,30.0,2,7.5,14.5,0.96,0.95,0.85,5,4,1,1,0,0,36.0
341,2,1,1,1,0,0,0,0,0,0,2.0,7.0,2.00,4.62,33.0,1,11.0,9.5,0.95,0.74,2.34,3,3,1,1,0,0,9.0
343,2,1,1,1,0,0,0,0,0,0,10.0,6.0,2.00,4.75,43.0,2,11.0,10.5,0.95,0.74,2.34,4,3,1,1,0,0,16.0
346,2,1,1,1,0,0,0,0,0,0,2.0,10.5,2.00,4.25,.,2,11.0,10.0,0.95,.,.,4,3,1,1,0,0,12.5
348,3,1,1,0,1,0,0,0,0,0,3.0,10.5,3.00,4.25,75.0,2,10.5,10.5,1.02,1.06,0.95,3,2,1,1,0,0,13.5
350,3,1,1,1,0,0,0,0,0,0,8.0,9.0,4.00,4.75,60.0,2,6.0,16.0,1.06,0.91,1.12,5,.,1,1,0,0,17.0
351,3,1,1,1,0,0,0,0,0,1,2.0,27.5,3.00,4.25,.,2,6.0,16.0,1.02,0.90,0.95,4,3,1,1,0,0,29.5
352,3,1,1,0,0,1,0,0,0,0,0.0,19.0,4.00,4.75,50.0,2,10.0,11.5,1.12,0.91,0.99,2,2,1,1,0,0,19.0
353,3,1,1,1,0,0,0,0,0,0,7.5,22.5,3.00,4.37,90.0,2,6.0,16.0,1.07,0.85,0.95,5,3,1,1,0,0,30.0
355,4,0,1,0,1,0,0,0,0,0,2.0,17.0,3.00,4.87,100.0,1,10.5,11.5,0.95,0.92,0.95,2,2,1,1,0,0,19.0
359,1,1,1,1,0,0,0,0,0,1,0.0,22.0,4.00,4.25,100.0,2,7.0,15.0,1.02,0.85,0.82,3,3,1,1,0,0,22.0
360,1,0,1,1,0,0,0,0,0,0,3.0,25.0,2.00,4.25,100.0,2,7.0,15.0,1.06,0.84,0.89,3,3,1,1,0,0,28.0
361,1,0,1,1,0,0,0,0,0,0,6.0,13.0,5.00,4.25,100.0,2,7.0,16.0,1.02,0.91,0.85,3,3,1,1,0,0,19.0
362,2,0,1,1,0,0,0,0,0,0,6.0,13.0,.,4.25,100.0,2,10.5,12.5,1.06,0.81,2.45,5,3,1,1,0,0,19.0
363,2,0,1,1,0,0,0,0,0,2,0.0,25.0,3.00,4.25,75.0,2,10.5,12.5,1.06,0.80,2.45,4,3,1,1,0,0,25.0
364,2,0,1,1,0,0,0,0,0,3,3.5,20.0,3.00,4.25,.,2,11.0,12.0,0.95,0.85,2.45,4,4,1,1,0,0,23.5
366,3,0,1,1,0,0,0,0,0,3,2.0,17.0,3.00,4.50,50.0,2,10.5,11.5,1.02,0.91,0.63,5,4,1,1,0,0,19.0
368,4,0,1,1,0,0,0,0,0,1,0.0,20.0,3.00,4.25,20.0,3,10.5,12.5,0.89,0.86,0.95,2,1,1,1,0,0,20.0
369,1,1,1,0,0,1,0,0,0,1,0.0,15.0,4.00,4.35,87.0,2,7.0,15.0,1.17,1.06,1.17,3,2,1,1,0,0,15.0
370,1,0,1,0,0,1,0,0,0,0,20.0,11.5,3.30,4.85,80.0,3,7.0,16.0,1.06,0.95,0.95,3,2,1,1,0,0,31.5
376,1,0,1,0,0,1,0,0,0,3,4.0,10.0,4.00,4.50,.,2,8.0,14.0,0.95,0.95,0.96,8,4,1,1,0,0,14.0
377,1,0,1,0,0,1,0,0,0,3,12.0,6.0,3.00,4.25,90.0,2,8.0,14.0,1.06,0.95,0.95,3,2,1,1,0,0,18.0
379,1,0,1,0,0,1,0,0,0,0,20.0,12.0,4.00,4.62,30.0,3,7.0,16.0,1.06,1.06,0.95,3,2,1,1,0,0,32.0
380,1,0,1,0,0,1,0,0,0,0,10.0,15.0,3.00,4.50,50.0,3,7.0,16.0,1.06,0.95,0.95,3,2,1,1,0,0,25.0
383,1,0,1,0,0,1,0,0,0,3,6.0,4.0,2.00,4.50,30.0,1,7.0,16.0,1.15,0.95,0.95,2,2,1,1,0,0,10.0
384,1,0,1,0,0,1,0,0,0,3,,,3.00,4.65,.,2,7.0,16.0,1.06,0.95,0.95,3,2,1,1,0,0,
385,1,0,1,0,0,1,0,0,0,2,16.0,14.0,3.00,4.25,25.0,1,7.0,17.0,.,.,.,3,2,1,1,0,0,30.0
386,1,0,1,0,0,1,0,0,0,0,0.0,19.0,3.00,4.25,.,1,7.0,17.0,1.06,0.95,0.95,3,2,1,1,0,0,19.0
391,2,0,1,0,0,1,0,0,0,3,15.0,5.0,2.00,4.25,12.0,2,11.0,10.0,1.06,1.06,2.66,3,3,1,1,0,0,20.0
393,2,1,1,0,0,1,0,0,0,4,4.0,10.0,3.00,4.62,100.0,2,11.0,11.0,1.17,1.27,2.77,3,2,1,1,0,0,14.0
396,3,1,1,0,0,1,0,0,0,1,24.0,16.0,4.00,4.87,10.0,2,6.0,17.0,1.27,1.07,2.13,5,3,1,1,0,0,40.0
397,3,1,1,0,0,1,0,0,0,2,4.0,28.0,3.00,4.25,85.0,2,6.0,17.0,1.12,1.02,1.06,4,3,1,1,0,0,32.0
398,3,1,1,0,0,1,0,0,0,1,14.0,13.0,4.00,4.75,25.0,2,6.0,17.0,1.12,1.06,1.06,5,4,1,1,0,0,27.0
399,3,1,1,0,0,1,0,0,0,0,13.0,8.0,3.00,4.87,.,2,6.0,17.0,1.27,1.04,1.12,7,3,1,1,0,0,21.0
400,3,1,1,0,0,1,0,0,0,0,16.0,15.0,3.00,4.50,50.0,3,6.0,17.0,1.20,1.06,1.06,5,5,1,1,0,0,31.0
401,3,0,1,0,0,1,0,0,0,0,8.0,6.0,4.00,4.25,18.0,2,7.0,16.0,1.12,1.02,1.02,6,4,1,1,0,0,14.0
402,3,1,1,0,0,1,0,0,0,2,11.0,10.0,3.00,4.75,20.0,2,6.0,16.0,1.12,1.02,1.06,4,2,1,1,0,0,21.0
405,3,1,1,0,0,1,0,0,0,3,6.0,17.0,3.00,4.32,57.0,2,6.0,17.0,1.12,1.02,1.06,7,4,1,1,0,0,23.0
410,1,0,1,0,0,1,0,0,0,0,0.0,35.0,3.00,4.25,.,3,7.0,16.0,1.04,1.12,1.02,4,3,1,1,0,0,35.0
411,1,0,1,0,0,1,0,0,0,1,0.0,36.0,3.00,4.50,100.0,2,7.0,16.0,1.16,1.02,1.09,5,4,1,1,0,0,36.0
412,2,0,1,0,1,0,0,0,0,0,0.0,17.0,2.00,4.50,18.0,1,11.0,11.0,1.06,1.02,2.34,5,2,1,1,0,0,17.0
413,1,0,1,0,0,1,0,0,0,0,0.0,36.0,5.00,4.25,100.0,1,6.0,17.0,1.12,1.02,1.06,4,3,1,1,0,0,36.0
414,1,0,1,0,0,1,0,0,0,0,0.0,36.0,5.00,4.25,45.0,1,7.0,16.0,1.06,0.95,1.11,4,2,1,1,0,0,36.0
415,1,0,1,0,0,1,0,0,0,0,8.0,32.0,5.00,4.25,65.0,2,7.0,16.0,1.06,0.91,0.98,5,3,1,1,0,0,40.0
417,1,1,1,0,0,1,0,0,0,0,4.0,28.0,3.00,4.25,90.0,2,7.0,16.0,1.05,0.94,1.07,4,4,1,1,0,0,32.0
418,1,0,1,0,0,1,0,0,0,2,30.0,15.0,4.00,4.25,10.0,2,8.0,15.0,1.02,1.01,0.52,4,3,1,1,0,0,45.0
419,2,1,1,0,0,1,0,0,0,4,3.0,10.0,4.00,4.25,15.0,2,11.0,11.0,1.06,0.85,2.34,4,4,1,1,0,0,13.0
421,2,1,1,0,0,1,0,0,0,3,20.0,10.0,8.00,4.62,10.0,2,10.5,13.0,1.06,0.85,2.34,4,2,1,1,0,0,30.0
422,2,0,1,0,0,1,0,0,0,2,0.0,7.0,3.00,4.75,.,2,10.0,11.0,1.06,0.85,2.34,4,2,1,1,0,0,7.0
423,2,1,1,0,0,1,0,0,0,3,2.0,10.0,2.00,4.95,33.0,1,11.0,12.0,1.06,0.85,2.34,3,2,1,1,0,0,12.0
424,2,1,1,0,0,1,0,0,0,0,3.5,6.5,3.00,4.75,45.0,1,11.0,11.0,1.06,0.85,2.34,5,3,1,1,0,0,10.0
426,3,1,1,0,0,1,0,0,0,0,3.0,33.0,5.00,4.25,75.0,2,5.0,19.0,1.18,1.02,1.06,5,3,1,1,0,0,36.0
427,4,0,1,0,0,1,0,0,0,3,7.0,8.0,3.00,4.75,40.0,2,10.5,12.5,1.06,0.98,2.03,2,2,1,1,0,0,15.0
428,4,0,1,0,0,1,0,0,0,2,0.0,33.0,3.00,4.62,100.0,2,10.5,12.5,1.06,0.98,1.06,2,2,1,1,0,0,33.0
46,1,0,0,0,0,0,1,0,0,1,3.5,35.0,3.00,4.30,2,6.50,16.50,1.03,.,0.94,4,4,,2,0,1,0,38.5
49,2,0,0,0,0,0,1,0,0,.,0.0,15.0,4.00,4.45,2,10.00,13.00,1.01,0.89,2.35,4,4,,2,0,1,0,15.0
506,2,1,0,0,0,0,1,0,0,.,3.0,7.0,4.00,5.00,1,11.00,11.00,0.95,0.74,2.33,4,3,,2,0,1,0,10.0
56,4,1,0,0,0,0,1,0,0,.,0.0,36.0,2.00,5.25,2,10.00,12.00,0.92,0.79,0.87,2,2,,2,0,1,0,36.0
61,4,1,0,0,0,0,1,0,0,.,28.0,3.0,6.00,4.75,2,10.00,12.00,1.01,0.84,0.95,2,2,,2,0,1,0,31.0
62,4,1,0,0,0,0,1,0,0,.,,,.,.,2,10.00,12.00,.,0.84,1.79,3,3,,2,0,1,0,
445,1,0,0,0,0,0,0,1,0,.,15.0,18.0,5.00,4.75,2,6.00,18.00,1.04,0.86,0.94,3,3,,2,0,1,0,33.0
451,1,0,0,0,0,0,0,1,0,2,26.0,9.0,6.00,5.00,2,0.00,24.00,1.11,0.84,0.94,6,3,,2,0,1,0,35.0
455,2,1,0,0,0,0,0,1,0,.,3.0,12.0,2.00,5.00,2,11.00,11.00,0.94,0.84,2.32,4,3,,2,0,1,0,15.0
458,2,1,0,0,0,0,1,0,0,1,2.0,9.0,2.00,5.00,1,11.00,10.50,0.90,0.73,2.32,4,3,,2,0,1,0,11.0
462,3,1,0,0,0,0,0,1,0,1,1.0,25.0,4.00,4.75,2,9.00,12.00,1.01,1.01,0.89,6,3,,2,0,1,0,26.0
468,1,0,0,0,0,0,0,1,0,.,9.0,32.0,4.00,5.00,2,6.00,18.00,0.97,0.84,0.86,4,3,,2,0,1,0,41.0
469,1,0,0,0,0,0,0,1,0,1,7.0,39.0,4.00,4.50,2,6.00,18.00,0.92,0.81,0.87,3,3,,2,0,1,0,46.0
470,1,0,0,0,0,0,0,1,0,2,18.0,10.0,3.00,4.75,2,6.00,18.00,1.03,0.84,0.94,3,2,,2,0,1,0,28.0
474,1,0,0,0,0,0,0,1,0,1,5.0,20.0,3.00,4.50,2,8.50,13.00,1.09,0.94,0.94,3,2,,2,0,1,0,25.0
481,2,1,0,0,0,0,0,1,0,2,15.0,4.0,3.00,5.00,2,11.00,11.00,0.74,0.73,2.53,3,3,,2,0,1,0,19.0
483,2,1,0,0,0,0,0,1,0,.,4.0,13.0,3.00,4.75,1,11.00,11.00,0.95,0.74,2.33,4,3,,2,0,1,0,17.0
487,3,1,0,0,0,0,0,1,0,.,6.0,20.0,3.00,4.75,2,10.50,11.00,1.05,1.01,0.94,6,1,,2,0,1,0,26.0
488,3,0,0,0,0,0,0,1,0,.,5.0,15.0,3.00,4.75,2,7.00,15.00,1.01,1.01,0.94,5,3,,2,0,1,0,20.0
489,3,0,0,0,0,0,0,1,0,2,2.0,19.0,3.00,4.25,2,10.00,11.50,1.01,1.01,1.05,6,3,,2,0,1,0,21.0
490,3,1,0,0,0,0,0,1,0,1,2.0,18.0,3.00,5.00,2,6.00,16.00,1.01,1.01,1.05,5,3,,2,0,1,0,20.0
493,3,1,0,0,0,0,1,0,0,.,0.0,30.0,4.00,4.90,2,6.00,16.00,1.02,1.01,0.84,3,3,,2,0,1,0,30.0
495,3,0,0,0,0,0,0,1,0,.,8.0,20.0,3.00,5.00,2,6.00,16.00,0.96,1.01,1.01,5,3,,2,0,1,0,28.0
496,3,1,0,0,0,0,0,1,0,.,10.0,10.0,3.00,4.75,2,6.00,16.00,1.01,1.01,0.89,.,.,,2,0,1,0,20.0
499,4,1,0,0,0,0,0,1,0,1,0.0,31.0,5.00,5.00,2,10.00,12.00,0.90,0.69,0.94,2,2,,2,0,1,0,31.0
509,3,1,0,0,0,0,0,1,0,.,5.5,10.0,3.00,4.25,2,6.50,15.50,1.00,1.01,0.94,3,2,,2,0,1,0,15.5
515,3,1,0,0,0,0,0,1,0,.,5.0,19.0,3.00,4.75,2,6.00,16.00,1.01,1.01,0.94,5,4,,2,0,1,0,24.0
37,1,0,0,0,0,0,1,0,0,.,6.0,25.0,7.00,4.25,2,6.50,16.50,0.98,0.84,0.86,6,3,,2,0,1,0,31.0
39,1,0,0,0,0,0,1,0,0,.,5.0,15.0,3.00,.,2,6.50,16.50,1.05,.,0.63,4,2,,2,0,1,0,20.0
40,1,0,0,0,0,0,1,0,0,.,7.0,25.0,6.00,4.25,2,6.50,17.50,0.98,0.82,0.87,3,2,,2,0,1,0,32.0
41,1,0,0,0,0,0,1,0,0,2,0.0,42.0,6.00,4.25,2,6.50,17.50,0.94,0.78,0.91,3,2,,2,0,1,0,42.0
42,1,0,0,0,0,0,1,0,0,1,0.0,22.0,5.00,4.25,2,6.50,16.50,0.94,.,.,3,2,,2,0,1,0,22.0
45,1,0,0,0,0,0,1,0,0,.,11.0,12.0,2.00,4.25,3,6.50,17.50,0.98,0.75,0.86,3,3,,2,0,1,0,23.0
47,1,0,0,0,0,0,1,0,0,.,0.0,45.0,2.00,4.25,2,6.00,18.00,1.05,0.86,0.86,3,.,,2,0,1,0,45.0
48,1,0,0,0,0,0,1,0,0,.,7.5,25.0,5.00,4.38,3,7.00,14.00,0.98,0.79,0.87,4,3,,2,0,1,0,32.5
50,2,0,0,0,0,0,1,0,0,.,4.0,20.0,3.00,4.75,2,10.00,13.00,1.01,0.89,2.35,4,3,,2,0,1,0,24.0
51,2,0,0,0,0,0,1,0,0,2,6.0,15.0,3.00,4.25,2,10.00,13.00,1.00,0.89,2.35,5,3,,2,0,1,0,21.0
57,4,1,0,0,0,0,1,0,0,1,7.0,18.0,4.00,4.50,2,10.00,12.00,1.01,0.78,0.90,2,2,,2,0,1,0,25.0
58,4,1,0,0,0,0,1,0,0,2,0.0,28.0,4.00,4.50,2,10.00,12.00,1.04,0.84,0.94,2,2,,2,0,1,0,28.0
59,4,0,0,0,0,0,1,0,0,1,0.0,16.0,4.00,4.25,1,7.50,10.50,1.01,0.84,0.86,2,2,,2,0,1,0,16.0
60,4,0,0,0,0,0,1,0,0,2,10.0,20.0,5.00,4.25,1,10.00,12.00,0.98,0.84,0.86,2,2,,2,0,1,0,30.0
407,2,1,0,0,0,0,0,1,0,.,1.0,14.0,3.00,4.25,1,11.00,11.00,0.95,0.84,2.53,4,3,,2,0,1,0,15.0
430,1,0,0,0,0,0,1,0,0,.,0.0,48.0,3.00,4.25,2,7.00,16.00,0.91,0.73,0.75,3,3,,2,0,1,0,48.0
432,1,0,0,0,0,0,1,0,0,1,25.0,10.0,4.00,5.05,2,7.00,16.00,0.94,0.74,0.79,3,1,,2,0,1,0,35.0
433,1,0,0,0,0,0,1,0,0,6,0.0,42.0,4.00,.,2,7.00,16.00,0.94,0.74,0.74,3,3,,2,0,1,0,42.0
434,1,0,0,0,0,0,1,0,0,.,19.0,29.0,4.00,4.25,2,7.00,16.00,0.95,0.80,0.80,3,3,,2,0,1,0,48.0
435,1,0,0,0,0,0,1,0,0,.,0.0,32.0,5.00,4.25,2,6.50,15.50,0.94,0.74,0.79,3,2,,2,0,1,0,32.0
438,2,0,0,0,0,0,1,0,0,.,2.0,9.0,3.00,4.25,2,11.00,9.00,0.95,0.84,2.43,2,1,,2,0,1,0,11.0
440,4,0,0,0,0,0,1,0,0,.,0.0,30.0,3.00,.,2,10.50,11.50,1.00,0.80,1.80,2,2,,2,0,1,0,30.0
441,4,0,0,0,0,0,1,0,0,.,0.0,30.0,3.00,4.25,2,10.50,11.50,1.00,0.80,1.81,2,2,,2,0,1,0,30.0
443,4,0,0,0,0,0,1,0,0,.,5.0,20.0,4.00,4.35,2,10.50,11.50,1.00,0.80,1.81,2,2,,2,0,1,0,25.0
444,4,0,0,0,0,0,1,0,0,.,10.0,35.0,4.00,4.50,2,10.50,11.50,0.89,.,0.79,2,2,,2,0,1,0,45.0
446,1,0,0,0,0,0,0,1,0,.,7.0,24.0,4.00,5.00,2,6.00,18.00,0.97,0.84,0.91,4,3,,2,0,1,0,31.0
448,1,0,0,0,0,0,0,1,0,1,8.0,27.0,3.00,4.50,2,6.00,18.00,0.96,0.83,0.87,3,3,,2,0,1,0,35.0
449,1,0,0,0,0,0,0,1,0,.,15.0,15.0,5.00,5.00,2,6.00,18.00,0.97,0.84,0.73,3,3,,2,0,1,0,30.0
450,1,0,0,0,0,0,0,1,0,2,27.5,8.0,3.00,4.75,2,6.00,18.00,0.91,0.84,0.86,3,3,,2,0,1,0,35.5
454,2,1,0,0,0,0,0,1,0,.,0.0,18.0,5.00,5.00,1,11.00,11.00,0.94,0.73,2.64,4,3,,2,0,1,0,18.0
459,3,1,0,0,0,0,0,1,0,1,0.0,20.0,5.00,4.35,2,7.00,15.00,1.01,1.01,0.89,4,2,,2,0,1,0,20.0
466,4,0,0,0,0,0,0,1,0,5,14.0,12.0,3.00,.,1,10.50,11.50,0.94,.,.,2,2,,2,0,1,0,26.0
471,1,0,0,0,0,0,0,1,0,.,12.0,23.0,3.00,4.25,2,6.00,18.00,0.97,0.86,0.91,3,1,,2,0,1,0,35.0
472,1,0,0,0,0,0,0,1,0,.,8.0,25.0,3.00,4.90,2,6.00,17.00,0.96,0.84,0.91,3,3,,2,0,1,0,33.0
473,1,0,0,0,0,0,0,1,0,1,26.0,15.0,2.00,4.50,2,6.00,17.00,0.97,0.84,0.86,3,3,,2,0,1,0,41.0
475,1,0,0,0,0,0,0,1,0,.,10.0,16.0,3.00,4.50,1,7.00,15.00,1.02,0.94,0.90,3,3,,2,0,1,0,26.0
476,1,0,0,0,0,0,1,0,0,1,5.0,30.0,3.00,4.75,2,6.00,18.00,0.96,0.84,1.18,3,3,,2,0,1,0,35.0
477,1,0,0,0,0,0,0,1,0,.,6.0,20.0,4.00,6.25,2,6.00,17.00,0.96,0.84,0.89,3,3,,2,0,1,0,26.0
478,1,0,0,0,0,0,1,0,0,1,8.0,30.0,4.00,4.35,2,6.00,18.00,1.01,0.88,0.91,3,2,,2,0,1,0,38.0
485,2,1,0,0,0,0,0,1,0,.,4.0,12.0,3.00,4.50,2,11.00,11.00,1.01,0.73,2.32,4,3,,2,0,1,0,16.0
491,3,0,0,0,0,0,0,1,0,3,0.0,0.0,0.00,.,.,.,.,.,.,.,.,.,,2,0,1,0,0.0
492,3,1,0,0,0,0,0,1,0,.,4.0,15.0,2.00,4.50,2,9.00,12.50,1.11,1.11,1.05,2,1,,2,0,1,0,19.0
497,4,1,0,0,0,0,0,1,0,.,,,5.00,.,2,10.00,12.00,1.01,0.90,0.79,2,2,,2,0,1,0,
498,4,1,0,0,0,0,0,1,0,2,21.0,5.5,3.00,5.00,2,10.00,12.00,0.98,0.84,0.90,2,2,,2,0,1,0,26.5
501,1,0,0,0,0,0,0,1,0,2,30.0,15.0,6.00,4.75,1,6.00,18.00,1.03,0.91,0.91,3,3,,2,0,1,0,45.0
503,1,0,0,0,0,0,0,1,0,.,35.0,6.5,3.00,4.50,2,6.00,18.00,0.97,0.84,1.00,3,3,,2,0,1,0,41.5
510,3,1,0,0,0,0,0,1,0,2,2.5,17.5,3.00,.,2,7.00,15.00,1.05,1.01,.,5,3,,2,0,1,0,20.0
511,3,1,0,0,0,0,0,1,0,.,3.0,13.0,3.00,4.75,2,7.00,15.00,1.01,1.01,0.89,6,2,,2,0,1,0,16.0
514,3,0,0,0,0,0,0,1,0,1,23.0,16.0,3.00,4.25,2,6.00,16.00,0.95,0.95,1.05,6,4,,2,0,1,0,39.0
